-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,128,128,128,128,128,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1610612864,467,468,468,468,468,469,-1610612608,-1,-1,-1,-1,-1,-1,-1,259,-1,261
-1,-1,1610612864,531,532,532,532,532,533,-1610612608,-1,-1,-1,-1,-1,-1,-1,-1073741443,-1,1073742205
-1,-1,-1,-1073741696,-1073741696,-1073741696,-1073741696,-1073741696,-1073741696,-1,-1,-1,-1,-1,-1,-1,-1,-2147483267,-1,381
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,-1,-2147483268
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,-1,-1073741444
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,416,573,416
128,128,128,128,128,128,128,128,128,128,-1,-1,-1,-1,-1,-1,-1,416,573,416
467,468,468,468,468,468,468,468,468,468,469,421,421,421,421,421,416,416,573,416
499,537,537,537,537,537,537,537,537,537,501,453,453,453,453,453,416,416,573,416
