-1610612653,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741755,-1073741741
-536870843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
-536870843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
-536870843,-1,-1,-1,-1,-1,-1,-1,-1610612668,-1,1610612806,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
-536870835,1,1,1,1,1,2,-1,-536870843,-1,1610612805,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
17,18,-1610612713,35,35,35,36,-1,-536870843,-1,1610612805,-1,-1,68,69,70,-1,-1,-1,1610612805
17,18,-1610612735,-1,-1,-1,-1,-1,-1610612666,52,1610612805,54,-1,-1,-1,-1,-1,68,69,-2147483585
17,18,-1610612735,-1,-1,-1,-1,-1,-1,-1,1610612805,72,-1,54,-1,-1,-1,-1,-1,1610612805
17,18,-1610612735,-1,-1,66,69,69,69,69,84,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
17,18,-1610612735,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,52,53,1610612805
-1610612701,18,-1610612735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612805
34,35,-536870838,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,84
